,loss,train_accuracy_history,test_accuracy_history
0,0.7961280345916748,0.4962962962962963,0.5
1,40.06651306152344,0.5,0.5
2,20.00564956665039,0.5,0.5
3,4.429444789886475,0.49907407407407406,0.4740740740740741
4,15.467677116394043,0.5027777777777778,0.48148148148148145
5,22.254634857177734,0.5009259259259259,0.5
6,21.06330680847168,0.49722222222222223,0.5101851851851852
7,14.63048267364502,0.5027777777777778,0.5231481481481481
8,7.092447757720947,0.5324074074074074,0.5287037037037037
9,4.697917461395264,0.5398148148148149,0.5509259259259259
10,7.811857223510742,0.5175925925925926,0.5425925925925926
11,10.925950050354004,0.5009259259259259,0.5444444444444444
12,10.324636459350586,0.5027777777777778,0.5583333333333333
13,7.244232177734375,0.5092592592592593,0.5814814814814815
14,3.6270177364349365,0.5805555555555556,0.5861111111111111
15,3.063997507095337,0.5925925925925926,0.5981481481481481
16,4.420575141906738,0.5888888888888889,0.6074074074074074
17,5.449382305145264,0.5935185185185186,0.6101851851851852
18,5.601356029510498,0.587037037037037,0.6416666666666667
19,5.029990196228027,0.6064814814814815,0.6574074074074074
20,3.8602006435394287,0.6296296296296297,0.6675925925925926
21,2.6299331188201904,0.6601851851851852,0.6851851851851852
22,2.0188028812408447,0.6648148148148149,0.6648148148148149
23,2.532602548599243,0.5981481481481481,0.637962962962963
24,3.34629487991333,0.5481481481481482,0.6305555555555555
25,3.4497196674346924,0.5333333333333333,0.6509259259259259
26,2.689598798751831,0.5564814814814815,0.6796296296296296
27,1.9166946411132812,0.6444444444444445,0.6787037037037037
28,1.48346745967865,0.6842592592592592,0.6675925925925926
29,1.6809110641479492,0.6796296296296296,0.6731481481481482
30,2.0729894638061523,0.662962962962963,0.6592592592592592
31,2.2068634033203125,0.649074074074074,0.6527777777777778
32,2.0041539669036865,0.649074074074074,0.6527777777777778
33,1.6455286741256714,0.6527777777777778,0.6472222222222223
34,1.1992743015289307,0.6657407407407407,0.6407407407407407
35,1.105438232421875,0.6814814814814815,0.600925925925926
36,1.2929413318634033,0.6388888888888888,0.5796296296296296
37,1.3189258575439453,0.5981481481481481,0.6138888888888889
38,1.0465272665023804,0.625,0.6537037037037037
39,0.8989768028259277,0.6805555555555556,0.6462962962962963
40,0.9596790671348572,0.662962962962963,0.6407407407407407
41,1.0855834484100342,0.6564814814814814,0.6435185185185185
42,1.1194754838943481,0.6574074074074074,0.6638888888888889
