,loss,train_accuracy_history,test_accuracy_history
0,0.7797425389289856,0.5194444444444445,0.5
1,44.008262634277344,0.5,0.5
2,22.785776138305664,0.5,0.5
3,5.544393062591553,0.5,0.5037037037037037
4,12.982851028442383,0.5037037037037037,0.5
5,20.569461822509766,0.5009259259259259,0.5
6,20.4769229888916,0.5009259259259259,0.5
7,14.937503814697266,0.5009259259259259,0.5166666666666667
8,7.053177356719971,0.5287037037037037,0.587037037037037
9,3.8995437622070312,0.5666666666666667,0.5805555555555556
10,4.532131671905518,0.5787037037037037,0.5888888888888889
11,5.293017864227295,0.587037037037037,0.5935185185185186
12,5.929675579071045,0.5916666666666667,0.5981481481481481
13,5.614418983459473,0.5925925925925926,0.6018518518518519
14,5.186452865600586,0.6018518518518519,0.6027777777777777
15,4.628000259399414,0.5925925925925926,0.6046296296296296
16,4.336826324462891,0.5824074074074074,0.6046296296296296
17,3.5709469318389893,0.5805555555555556,0.6092592592592593
18,3.1957626342773438,0.5796296296296296,0.6111111111111112
19,2.588378667831421,0.5648148148148148,0.6037037037037037
20,2.2538959980010986,0.5518518518518518,0.5861111111111111
21,1.9036941528320312,0.5407407407407407,0.5675925925925925
22,1.6862342357635498,0.5370370370370371,0.5231481481481481
23,1.6599928140640259,0.5259259259259259,0.5009259259259259
24,1.6505109071731567,0.5064814814814815,0.5046296296296297
25,1.5801817178726196,0.49722222222222223,0.5083333333333333
26,1.29273521900177,0.5416666666666666,0.5416666666666666
27,1.212994933128357,0.5574074074074075,0.5509259259259259
28,1.1859022378921509,0.5444444444444444,0.5564814814814815
29,1.2392127513885498,0.5416666666666666,0.5407407407407407
30,1.32955002784729,0.5314814814814814,0.55
31,1.3967479467391968,0.5314814814814814,0.5564814814814815
32,1.2255851030349731,0.5574074074074075,0.562962962962963
33,1.0886709690093994,0.5685185185185185,0.575
34,0.9496645331382751,0.549074074074074,0.5731481481481482
35,0.8273171782493591,0.5342592592592592,0.55
36,0.8155314326286316,0.5370370370370371,0.5175925925925926
37,0.9264042973518372,0.525,0.5111111111111111
