,loss,train_accuracy_history,test_accuracy_history
0,0.7242701053619385,0.4898148148148148,0.5657407407407408
1,0.7683119773864746,0.55,0.5
2,2.0760037899017334,0.5,0.5555555555555556
3,0.6413630843162537,0.6444444444444445,0.6074074074074074
4,0.6689133644104004,0.6194444444444445,0.6777777777777778
5,0.5421703457832336,0.7064814814814815,0.6805555555555556
6,0.5393694639205933,0.7203703703703703,0.674074074074074
7,0.5340166091918945,0.7342592592592593,0.6787037037037037
8,0.5112271904945374,0.7453703703703703,0.6953703703703704
9,0.5086097121238708,0.7268518518518519,0.7064814814814815
10,0.5085079073905945,0.737037037037037,0.712037037037037
11,0.49425801634788513,0.7611111111111111,0.7185185185185186
12,0.506977379322052,0.7277777777777777,0.7148148148148148
13,0.5054395794868469,0.7407407407407407,0.7194444444444444
14,0.4916456341743469,0.7694444444444445,0.725
15,0.4835962951183319,0.7574074074074074,0.7175925925925926
16,0.4799795150756836,0.7592592592592593,0.7268518518518519
17,0.47729384899139404,0.7685185185185185,0.7287037037037037
18,0.47290298342704773,0.7611111111111111,0.7305555555555555
19,0.47665145993232727,0.7712962962962963,0.7138888888888889
20,0.47334006428718567,0.7712962962962963,0.7222222222222222
21,0.461516797542572,0.7722222222222223,0.7314814814814815
22,0.46122077107429504,0.7722222222222223,0.7296296296296296
23,0.45780912041664124,0.7648148148148148,0.7314814814814815
24,0.46625256538391113,0.7592592592592593,0.7157407407407408
25,0.45729297399520874,0.7833333333333333,0.7268518518518519
26,0.4576893150806427,0.7787037037037037,0.725
27,0.46286460757255554,0.7842592592592592,0.7398148148148148
28,0.4512041509151459,0.7842592592592592,0.7277777777777777
29,0.4442245066165924,0.7916666666666666,0.7324074074074074
30,0.45330771803855896,0.7768518518518519,0.7416666666666667
31,0.4431035816669464,0.8009259259259259,0.7509259259259259
32,0.4434913694858551,0.7814814814814814,0.7296296296296296
33,0.44777947664260864,0.775,0.7379629629629629
34,0.4502260386943817,0.7888888888888889,0.7342592592592593
35,0.4357152283191681,0.7898148148148149,0.7444444444444445
36,0.43155547976493835,0.7888888888888889,0.7425925925925926
37,0.43617185950279236,0.8,0.7472222222222222
38,0.4274948537349701,0.8046296296296296,0.7481481481481481
39,0.43520545959472656,0.7907407407407407,0.7416666666666667
40,0.42965877056121826,0.8,0.7490740740740741
41,0.4251673221588135,0.8064814814814815,0.7416666666666667
42,0.4199344217777252,0.7972222222222223,0.75
43,0.42748335003852844,0.8009259259259259,0.7425925925925926
44,0.4233282804489136,0.8,0.75
45,0.4293104112148285,0.787962962962963,0.7527777777777778
46,0.41648629307746887,0.8037037037037037,0.7620370370370371
47,0.418689489364624,0.8027777777777778,0.7564814814814815
48,0.40954405069351196,0.8027777777777778,0.7666666666666667
49,0.3900645673274994,0.8314814814814815,0.7638888888888888
50,0.4028545320034027,0.8222222222222222,0.7620370370370371
51,0.39005619287490845,0.8314814814814815,0.7666666666666667
52,0.39453786611557007,0.8222222222222222,0.7648148148148148
53,0.38747015595436096,0.8351851851851851,0.7731481481481481
54,0.3957446217536926,0.8166666666666667,0.7675925925925926
55,0.40259718894958496,0.8175925925925925,0.7712962962962963
56,0.383501797914505,0.8351851851851851,0.774074074074074
57,0.3834306299686432,0.8277777777777777,0.7787037037037037
58,0.36832478642463684,0.837037037037037,0.7842592592592592
59,0.3815688192844391,0.8231481481481482,0.7861111111111111
60,0.37191712856292725,0.8398148148148148,0.7888888888888889
61,0.366870254278183,0.8398148148148148,0.7842592592592592
62,0.35464543104171753,0.8564814814814815,0.7814814814814814
63,0.36756619811058044,0.8287037037037037,0.7796296296296297
64,0.3994515836238861,0.8101851851851852,0.7518518518518519
65,0.40430036187171936,0.8009259259259259,0.7805555555555556
66,0.38604262471199036,0.8240740740740741,0.799074074074074
67,0.35485541820526123,0.8472222222222222,0.7953703703703704
68,0.3507339060306549,0.8407407407407408,0.7944444444444444
69,0.3481066823005676,0.8444444444444444,0.7981481481481482
70,0.3369613587856293,0.8574074074074074,0.7972222222222223
71,0.3424978256225586,0.8601851851851852,0.799074074074074
72,0.3314216732978821,0.8601851851851852,0.8027777777777778
73,0.34533295035362244,0.8472222222222222,0.8074074074074075
74,0.3310406506061554,0.8657407407407407,0.8101851851851852
75,0.3301054537296295,0.8583333333333333,0.8046296296296296
76,0.33081215620040894,0.862037037037037,0.8138888888888889
77,0.3481092154979706,0.8379629629629629,0.8055555555555556
78,0.33334383368492126,0.8685185185185185,0.8009259259259259
79,0.33576226234436035,0.8555555555555555,0.8111111111111111
80,0.3239854872226715,0.8611111111111112,0.8111111111111111
81,0.3325522541999817,0.8527777777777777,0.8009259259259259
82,0.3477676808834076,0.8425925925925926,0.8064814814814815
83,0.3349691331386566,0.8407407407407408,0.8
84,0.32283082604408264,0.8564814814814815,0.8083333333333333
85,0.3124289810657501,0.8768518518518519,0.8111111111111111
86,0.31622037291526794,0.8694444444444445,0.812037037037037
87,0.31144991517066956,0.8675925925925926,0.8138888888888889
88,0.30324798822402954,0.8731481481481481,0.8092592592592592
89,0.30958616733551025,0.8759259259259259,0.8203703703703704
90,0.29140734672546387,0.8898148148148148,0.8157407407407408
91,0.29717668890953064,0.875,0.8055555555555556
92,0.30252423882484436,0.8685185185185185,0.8037037037037037
93,0.29728373885154724,0.8740740740740741,0.8111111111111111
94,0.29830512404441833,0.8814814814814815,0.8212962962962963
95,0.2943286597728729,0.8703703703703703,0.8203703703703704
96,0.28692901134490967,0.8851851851851852,0.8212962962962963
97,0.2864960730075836,0.8787037037037037,0.8268518518518518
98,0.2928295135498047,0.8777777777777778,0.8240740740740741
99,0.2741495668888092,0.8824074074074074,0.8157407407407408
100,0.2870939373970032,0.875,0.8296296296296296
101,0.277905136346817,0.8814814814814815,0.8157407407407408
102,0.29164132475852966,0.8759259259259259,0.8231481481481482
103,0.30865728855133057,0.8518518518518519,0.8240740740740741
104,0.3161000609397888,0.8592592592592593,0.825925925925926
105,0.2975293695926666,0.8629629629629629,0.825925925925926
106,0.2759478986263275,0.8731481481481481,0.8287037037037037
107,0.2586618661880493,0.8962962962962963,0.8296296296296296
108,0.2789125144481659,0.8851851851851852,0.8314814814814815
109,0.28710755705833435,0.8740740740740741,0.8111111111111111
110,0.2688528001308441,0.8888888888888888,0.8287037037037037
111,0.2741178572177887,0.8851851851851852,0.7981481481481482
112,0.2718975841999054,0.8972222222222223,0.8342592592592593
113,0.26252079010009766,0.8861111111111111,0.825
114,0.2713572680950165,0.8925925925925926,0.8268518518518518
115,0.27285557985305786,0.8888888888888888,0.8305555555555556
116,0.26036903262138367,0.8870370370370371,0.8314814814814815
117,0.25668197870254517,0.8935185185185185,0.8342592592592593
118,0.24736253917217255,0.9046296296296297,0.8342592592592593
119,0.2544189989566803,0.9046296296296297,0.8277777777777777
120,0.2561197578907013,0.8907407407407407,0.8361111111111111
121,0.2544386684894562,0.899074074074074,0.812037037037037
122,0.2516731917858124,0.8925925925925926,0.837037037037037
123,0.23738214373588562,0.912962962962963,0.8333333333333334
124,0.2351929247379303,0.9083333333333333,0.8324074074074074
125,0.2531057596206665,0.8898148148148148,0.8277777777777777
126,0.2532484233379364,0.8935185185185185,0.8342592592592593
127,0.25653478503227234,0.8888888888888888,0.8351851851851851
128,0.24795113503932953,0.9018518518518519,0.8287037037037037
129,0.2471490055322647,0.9,0.837037037037037
130,0.24532604217529297,0.9027777777777778,0.8324074074074074
131,0.24109873175621033,0.899074074074074,0.8314814814814815
132,0.23097816109657288,0.9120370370370371,0.8314814814814815
133,0.23712338507175446,0.9046296296296297,0.8305555555555556
134,0.23455536365509033,0.9064814814814814,0.8305555555555556
135,0.23944538831710815,0.9046296296296297,0.8203703703703704
136,0.24200114607810974,0.9074074074074074,0.8083333333333333
137,0.2352231740951538,0.9027777777777778,0.8314814814814815
138,0.2378188818693161,0.9120370370370371,0.8379629629629629
139,0.23347479104995728,0.9055555555555556,0.8361111111111111
140,0.23954640328884125,0.9046296296296297,0.8305555555555556
141,0.22131012380123138,0.9157407407407407,0.8287037037037037
142,0.232986718416214,0.9092592592592592,0.837037037037037
143,0.23815898597240448,0.9064814814814814,0.837037037037037
144,0.23007720708847046,0.9046296296296297,0.8379629629629629
145,0.23568540811538696,0.9055555555555556,0.8324074074074074
146,0.2393442541360855,0.9046296296296297,0.8379629629629629
147,0.2317357063293457,0.9055555555555556,0.8324074074074074
148,0.22454415261745453,0.9046296296296297,0.8333333333333334
149,0.2130281776189804,0.9037037037037037,0.8388888888888889
150,0.22798867523670197,0.9055555555555556,0.8407407407407408
151,0.21767346560955048,0.9120370370370371,0.8398148148148148
152,0.2240350991487503,0.9101851851851852,0.8314814814814815
153,0.22774533927440643,0.9027777777777778,0.8416666666666667
154,0.21878725290298462,0.9185185185185185,0.8212962962962963
155,0.23165832459926605,0.9009259259259259,0.8314814814814815
156,0.22322607040405273,0.912962962962963,0.8212962962962963
157,0.22854764759540558,0.9,0.8277777777777777
158,0.21787315607070923,0.9101851851851852,0.8453703703703703
159,0.21911856532096863,0.9120370370370371,0.8462962962962963
160,0.19277137517929077,0.9287037037037037,0.8435185185185186
161,0.2058122605085373,0.9166666666666666,0.8435185185185186
162,0.20934177935123444,0.9138888888888889,0.8379629629629629
163,0.20496654510498047,0.9194444444444444,0.8462962962962963
164,0.19720396399497986,0.9231481481481482,0.8407407407407408
165,0.2102314829826355,0.9111111111111111,0.8453703703703703
166,0.20989833772182465,0.9111111111111111,0.8314814814814815
167,0.2175193876028061,0.9166666666666666,0.8222222222222222
168,0.21744385361671448,0.9166666666666666,0.7898148148148149
169,0.21625050902366638,0.9111111111111111,0.8157407407407408
170,0.2150181382894516,0.9157407407407407,0.8083333333333333
171,0.21884602308273315,0.9101851851851852,0.8453703703703703
172,0.21260276436805725,0.9120370370370371,0.8287037037037037
173,0.2087576985359192,0.9138888888888889,0.8416666666666667
174,0.20588476955890656,0.9185185185185185,0.8435185185185186
175,0.20597490668296814,0.9259259259259259,0.8305555555555556
176,0.2220941036939621,0.9166666666666666,0.8462962962962963
177,0.20993614196777344,0.9194444444444444,0.8398148148148148
178,0.2005496323108673,0.9212962962962963,0.8425925925925926
179,0.18859770894050598,0.9287037037037037,0.8361111111111111
180,0.20412231981754303,0.924074074074074,0.8277777777777777
181,0.18930815160274506,0.925,0.8231481481481482
182,0.18809056282043457,0.9287037037037037,0.8462962962962963
183,0.19300884008407593,0.9259259259259259,0.8435185185185186
184,0.20749661326408386,0.9203703703703704,0.8398148148148148
185,0.18927910923957825,0.9287037037037037,0.8527777777777777
186,0.1916225701570511,0.9222222222222223,0.8462962962962963
187,0.21453498303890228,0.9111111111111111,0.8416666666666667
188,0.2188885360956192,0.9037037037037037,0.8490740740740741
189,0.23531827330589294,0.9046296296296297,0.8416666666666667
190,0.18396306037902832,0.9324074074074075,0.8398148148148148
191,0.18573300540447235,0.9296296296296296,0.8453703703703703
192,0.197417750954628,0.9333333333333333,0.8351851851851851
193,0.19844329357147217,0.9212962962962963,0.8305555555555556
194,0.18491019308567047,0.925,0.8324074074074074
195,0.20667926967144012,0.9138888888888889,0.8453703703703703
196,0.18537017703056335,0.9277777777777778,0.8462962962962963
